Student_ID,GPA
952,2.9609375
1540,3.03125
1969,3.3046875
1830,2.953125
1836,2.796875
1412,3.203125
1597,3.5078125
1296,3.1015625
1339,3.015625
1360,2.96875
1635,3.09375
697,3.4765625
1961,3.0859375
1035,2.796875
1278,3.3671875
1462,3.21875
20,2.984375
1901,2.765625
9,2.7734375
1222,2.8984375
215,3.265625
901,3.3515625
1549,3.2890625
653,3.2890625
1637,3.3125
1912,2.7265625
1980,3.2421875
